,val_loss,loss,lr
0,0.22962834546437075,1.0344676588589639,0.0010000000474974513
1,0.07912161167441144,0.07269050501183814,0.0010000000474974513
2,0.06560637790535702,0.0658202183257378,0.0010000000474974513
3,0.06454341320387802,0.062226854489016145,0.0010000000474974513
4,0.06664213039215526,0.05690649057604476,0.0010000000474974513
5,0.05843619844506097,0.05140403404715261,0.0010000000474974513
6,0.05970308518941409,0.04990571178832304,0.0010000000474974513
7,0.07717584041322435,0.05212117396048363,0.0010000000474974513
8,0.06016523291381453,0.0593336375159969,0.0010000000474974513
9,0.05744158832347506,0.05039751933958249,0.0010000000474974513
10,0.07233025967890679,0.0492101413865609,0.0010000000474974513
11,0.05775255771617411,0.0502615553774904,0.0010000000474974513
12,0.06320443573882634,0.048789153421664365,0.0010000000474974513
13,0.053036090165008425,0.04763837542647271,0.0010000000474974513
14,0.052720733020661464,0.044251761480510986,0.0010000000474974513
15,0.05497370134394669,0.04374998492120907,0.0010000000474974513
16,0.050552541622734384,0.042636933358030676,0.0010000000474974513
17,0.051133232900258674,0.041655773744390785,0.0010000000474974513
18,0.05398992610150745,0.04321572534663716,0.0010000000474974513
19,0.04977552499779744,0.04005652414674073,0.0010000000474974513
20,0.052114673168508784,0.039033874523955465,0.0010000000474974513
21,0.056697477517837436,0.0399971173651189,0.0010000000474974513
22,0.05117047578821522,0.04077268599979422,0.0010000000474974513
23,0.04904826484890447,0.03876390832956838,0.0010000000474974513
24,0.04659021979629156,0.03914248379040453,0.0010000000474974513
25,0.048213291321184355,0.03659766645567163,0.0010000000474974513
26,0.058015836347285445,0.03730923337508655,0.0010000000474974513
27,0.0450882195531641,0.03802213172132821,0.0010000000474974513
28,0.04083538009988783,0.03663578937430112,0.0010000000474974513
29,0.043401223637627724,0.03704638953541037,0.0010000000474974513
30,0.04240931746768705,0.03525068492598917,0.0010000000474974513
31,0.04113595963524467,0.03552676770165518,0.0010000000474974513
32,0.03560935494918111,0.03437567234357784,0.0010000000474974513
33,0.04058446932316694,0.03489802837201374,0.0010000000474974513
34,0.04071630491101427,0.03512087811630114,0.0010000000474974513
35,0.05086702904105943,0.034673166863310775,0.0010000000474974513
36,0.04021515513498515,0.03329109082257511,0.0010000000474974513
37,0.03880351795906361,0.034514236475314666,0.0010000000474974513
38,0.03530732827442689,0.03434850360518619,0.0010000000474974513
39,0.06461587198048366,0.033165562413475874,0.0010000000474974513
40,0.06708043246336418,0.03533648799550885,0.0010000000474974513
41,0.05104082841274802,0.03403914931988874,0.0010000000474974513
42,0.03750865139381187,0.03840026681068646,0.0010000000474974513
43,0.034725609506286816,0.03316941044995901,0.0010000000474974513
44,0.04030193122559068,0.034104448844651226,0.0010000000474974513
45,0.037843692099729764,0.03206486564436854,0.0010000000474974513
46,0.031963413935621285,0.030673040872162757,0.0010000000474974513
47,0.035364745003811274,0.032879753478997305,0.0010000000474974513
48,0.032204879331796575,0.028799881870437284,0.0010000000474974513
49,0.03354197978083052,0.030587959401017925,0.0010000000474974513
50,0.027846741822681258,0.028705512313088117,0.0010000000474974513
51,0.042575353421094295,0.038899085405386405,0.0010000000474974513
52,0.02780293026994523,0.029814430157564836,0.0010000000474974513
53,0.03340937670373239,0.028344297736730653,0.0010000000474974513
54,0.03030141749776794,0.031199677532212443,0.0010000000474974513
55,0.02721366973672019,0.02736901505841845,0.0010000000474974513
56,0.03397863595661333,0.02684744218592002,0.0010000000474974513
