,loss,lr
0,0.37421542406082153,0.0010000000474974513
1,0.3392495810985565,0.0010000000474974513
2,0.30661629140377045,0.0010000000474974513
3,0.2732998877763748,0.0010000000474974513
4,0.2358444780111313,0.0010000000474974513
5,0.1934065818786621,0.0010000000474974513
6,0.14698538184165955,0.0010000000474974513
7,0.11188419535756111,0.0010000000474974513
8,0.12610625475645065,0.0010000000474974513
9,0.12200145050883293,0.0010000000474974513
10,0.09896231442689896,0.0010000000474974513
11,0.09259356930851936,0.0010000000474974513
12,0.09345071017742157,0.0010000000474974513
13,0.09192710369825363,0.0010000000474974513
14,0.08569334074854851,0.0010000000474974513
15,0.0765947513282299,0.0010000000474974513
16,0.06818050146102905,0.0010000000474974513
17,0.06321931630373001,0.0010000000474974513
18,0.059338029474020004,0.0010000000474974513
19,0.05187482386827469,0.0010000000474974513
20,0.043370869010686874,0.0010000000474974513
21,0.037476327270269394,0.0010000000474974513
22,0.03179340157657862,0.0010000000474974513
23,0.02625275868922472,0.0010000000474974513
24,0.02426047343760729,0.0010000000474974513
25,0.023367819376289845,0.0010000000474974513
26,0.02332733105868101,0.0010000000474974513
27,0.01996393594890833,0.0010000000474974513
28,0.01768619753420353,0.0010000000474974513
29,0.01540703745558858,0.0010000000474974513
30,0.014297164510935545,0.0010000000474974513
31,0.013487269170582294,0.0010000000474974513
32,0.012609335593879223,0.0010000000474974513
33,0.011299753095954657,0.0010000000474974513
34,0.009995378088206053,0.0010000000474974513
35,0.008773501962423325,0.0010000000474974513
36,0.00765251973643899,0.0010000000474974513
37,0.0069105655420571566,0.0010000000474974513
38,0.006198157323524356,0.0010000000474974513
39,0.0053464933298528194,0.0010000000474974513
40,0.0045463573187589645,0.0010000000474974513
41,0.003838556003756821,0.0010000000474974513
42,0.0033540126169100404,0.0010000000474974513
43,0.00292875396553427,0.0010000000474974513
44,0.002518937224522233,0.0010000000474974513
45,0.002139064483344555,0.0010000000474974513
46,0.001844161655753851,0.0010000000474974513
47,0.0016095087048597634,0.0010000000474974513
48,0.0013681590789929032,0.0010000000474974513
49,0.0010905915987677872,0.0010000000474974513
50,0.0008493617060594261,0.0010000000474974513
51,0.0006508576334454119,0.0010000000474974513
52,0.0004661484563257545,0.0010000000474974513
53,0.000332851181156002,0.0010000000474974513
54,0.00025588796415831894,0.0010000000474974513
55,0.0001824304272304289,0.0010000000474974513
56,0.0001336622444796376,0.0010000000474974513
57,0.00011435879423515871,0.0010000000474974513
58,8.6558979091933e-05,0.0010000000474974513
59,7.578338772873394e-05,0.0010000000474974513
60,6.105420834501274e-05,0.0010000000474974513
61,4.706464824266732e-05,0.0010000000474974513
62,3.910126179107465e-05,0.0010000000474974513
63,2.5488203391432762e-05,0.0010000000474974513
64,1.780542152118869e-05,0.0010000000474974513
65,1.2709370366792427e-05,0.0010000000474974513
66,8.530303603038192e-06,0.0010000000474974513
67,9.825796496443218e-06,0.0010000000474974513
68,1.0807633316289866e-05,0.0010000000474974513
69,1.1263527085247915e-05,0.0010000000474974513
70,1.1720158909156453e-05,0.0010000000474974513
71,9.93627509160433e-06,0.0010000000474974513
72,8.266599252237938e-06,0.0010000000474974513
73,6.680321121166344e-06,0.0010000000474974513
74,4.941865427099401e-06,0.0010000000474974513
75,4.170056399743771e-06,0.0010000000474974513
