Date|Sold to|Ship to|Ship to name|ContractType|Description|Volume(MMSCFD)|DemandPlan(BI)|MDCQ(BW)|Billing Type
05-07-2019|0010000005|0030000005|บริษัท ไทยเมทัลโพรเซสซิ่ง จำกัด|151|Industrial|0.0747612|671.35|0.393|AMR
05-07-2019|0010000019|0030000019|บริษัท ไดนาสตี้ เซรามิค จำกัด (มหาชน)|151|Industrial|4.5099343|671.35|3.931|AMR
05-07-2019|0010000031|0030000031|บริษัท วิลเลรอย แอนด์ บอค (ประเทศไทย) จำกัด|151|Industrial|0.5404208|671.35|0.634|AMR
05-07-2019|0010000032|0030000032|บริษัท รอยัลปอร์ซเลน จำกัด (มหาชน)|151|Industrial|0.9449507|671.35|0.956|AMR
05-07-2019|0010000041|0030000041|บริษัท สยามอุตสาหกรรมยิปซัม (สระบุรี) จำกัด|151|Industrial|2.4411639|671.35|2.714|AMR
05-07-2019|0010000053|0030020331|บริษัท ไทยอาซาฮีเคมีภัณฑ์ จำกัด|151|Industrial|0.6094257|671.35|0.446|AMR
05-07-2019|0010000063|0030000063|บริษัท สยามมิชลิน จำกัด|151|Industrial|0.0000|671.35|0.20|AMR
05-07-2019|0010000063|0030000075|บริษัท สยามมิชลิน จำกัด|151|Industrial|0.057457|671.35|0.075|AMR
05-07-2019|0010000071|0030000071|บริษัท เอสโซ่ (ประเทศไทย) จำกัด (มหาชน)|151|Industrial|5.00968|671.35|5.16|ADQ
05-07-2019|0010000073|0030000073|บริษัท ไฟน์ เม็ททัล เทคโนโลยีส์จำกัด (มหาชน)|151|Industrial|0.6560058|671.35|0.305|AMR
05-07-2019|0010000088|0030000088|บริษัท ไทยฟิล์มอินดัสตรี่ จำกัด (มหาชน)|151|Industrial|0.0000|671.35|0.012|AMR
05-07-2019|0010000096|0030000096|บริษัท ระยองโอเลฟินส์ จำกัด|151|Industrial|0.3483088|671.35|0.302|AMR
05-07-2019|0010000097|0030000097|บริษัท สายไฟฟ้าบางกอกเคเบิ้ล จำกัด|151|Industrial|0.4820809|671.35|0.302|AMR
